# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 15 09:39:16 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_time0_err1: Transit Epoch Upper Unc. [BJD]
# COLUMN koi_time0_err2: Transit Epoch Lower Unc. [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_longp_err1: Long. of Periastron Upper Unc. [deg]
# COLUMN koi_longp_err2: Long. of Periastron Lower Unc. [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_ingress_err1: Ingress Duration Upper Unc. [hrs]
# COLUMN koi_ingress_err2: Ingress Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_smet_err1:  Stellar Metallicity Upper Unc. [dex]
# COLUMN koi_smet_err2:  Stellar Metallicity Lower Unc. [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec,koi_kepmag
11046458,K00214.01,Kepler-424 b,CONFIRMED,CANDIDATE,,,,,,3.31186280,1.60000e-06,-1.60000e-06,131.7420700,1.40000e-04,-1.40000e-04,2454964.742,1.40000e-04,-1.40000e-04,0,,,,,,0.6600,0.18,-0.18,1.2309,,,,,,5350,,,0.07060,3.20000e-03,-3.20000e-03,,,,7.10,3.60,-3.60,0.041,,,87.66,,,1143.0,,,,,,17.300000,8.00000,-8.00000,625.90,,,,5478.00,107.00,-107.00,4.440,0.300,-0.300,,,,0.9200,0.4700,-0.4700,0.8370,0.0900,-0.0900,12.2000,3.6000,-3.6000,298.624880,48.577450,14.256
8978528,K01874.01,Kepler-329 c,CONFIRMED,NOT DISPOSITIONED,,,,,,18.68465000,1.90000e-04,-1.90000e-04,136.1495000,3.90000e-03,-3.90000e-03,2454969.149,3.90000e-03,-3.90000e-03,0,,,,,,0.9110,0.10,-0.10,4.5303,,,,,,1224,,,0.03970,1.30000e-03,-1.30000e-03,,,,2.47,0.10,-0.10,0.116,,,86.52,,,426.0,,,,,,15.800000,3.90000,-3.90000,45.30,,,,4354.00,64.00,-64.00,4.700,0.300,-0.300,,,,0.5710,0.0120,-0.0120,0.6020,0.0140,-0.0140,13.8000,3.7000,-3.7000,299.268040,45.227428,15.434
8978528,K01874.02,Kepler-329 b,CONFIRMED,NOT DISPOSITIONED,,,,,,7.41640000,1.10000e-04,-1.10000e-04,135.8517000,5.70000e-03,-5.70000e-03,2454968.852,5.70000e-03,-5.70000e-03,0,,,,,,0.9530,0.10,-0.10,2.5276,,,,,,449,,,0.02590,1.70000e-03,-1.70000e-03,,,,1.62,0.11,-0.11,0.063,,,83.65,,,578.0,,,,,,8.600000,2.10000,-2.10000,22.00,,,,4354.00,64.00,-64.00,4.700,0.300,-0.300,,,,0.5710,0.0120,-0.0120,0.6020,0.0140,-0.0140,13.8000,3.7000,-3.7000,299.268040,45.227428,15.434
9967771,K01875.01,Kepler-990 b,CONFIRMED,NOT DISPOSITIONED,,,,,,9.91721500,3.20000e-05,-3.20000e-05,135.1397000,2.20000e-03,-2.20000e-03,2454968.140,2.20000e-03,-2.20000e-03,0,,,,,,0.4700,0.68,-0.68,3.2430,,,,,,491,,,0.02040,7.90000e-03,-7.90000e-03,,,,2.10,1.70,-1.70,0.091,,,88.81,,,854.0,,,,,,21.200000,9.50000,-9.50000,44.30,,,,5959.00,98.00,-98.00,4.480,0.300,-0.300,,,,0.9600,0.6600,-0.6600,1.0100,0.1600,-0.1600,2.4000,2.4000,-2.4000,297.938200,46.881401,14.498
11622600,K01876.01,Kepler-991 b,CONFIRMED,NOT DISPOSITIONED,,,,,,82.53186000,8.00000e-04,-8.00000e-04,209.1316000,3.30000e-03,-3.30000e-03,2455042.132,3.30000e-03,-3.30000e-03,0,,,,,,0.7300,0.60,-0.60,5.0278,,,,,,1825,,,0.04230,6.60000e-03,-6.60000e-03,,,,2.73,0.43,-0.43,0.316,,,89.38,,,268.0,,,,,,93.000000,44.00000,-44.00000,44.40,,,,4450.00,61.00,-61.00,4.690,0.300,-0.300,,,,0.5900,0.0130,-0.0130,0.6200,0.0140,-0.0140,14.0000,3.8000,-3.8000,297.090670,49.626572,15.187
5940165,K02031.01,Kepler-1062 b,CONFIRMED,NOT DISPOSITIONED,,,,,,9.30423600,6.40000e-05,-6.40000e-05,140.3348000,2.60000e-03,-2.60000e-03,2454973.335,2.60000e-03,-2.60000e-03,0,,,,,,0.6900,0.95,-0.95,1.9050,,,,,,638,,,0.02460,6.80000e-03,-6.80000e-03,,,,1.58,0.44,-0.44,0.074,,,88.81,,,554.0,,,,,,28.000000,13.00000,-13.00000,33.30,,,,4451.00,63.00,-63.00,4.690,0.300,-0.300,,,,0.5900,0.0130,-0.0130,0.6200,0.0150,-0.0150,13.8000,3.8000,-3.8000,283.899410,41.221611,14.796
2985767,K02032.01,Kepler-1063 b,CONFIRMED,NOT DISPOSITIONED,,,,,,14.07969800,9.50000e-05,-9.50000e-05,139.9590000,2.70000e-03,-2.70000e-03,2454972.959,2.70000e-03,-2.70000e-03,0,,,,,,0.6800,0.79,-0.79,1.3339,,,,,,192,,,0.01340,4.80000e-03,-4.80000e-03,,,,1.26,0.92,-0.92,0.109,,,89.38,,,686.0,,,,,,61.000000,29.00000,-29.00000,31.80,,,,5530.00,66.00,-66.00,4.510,0.300,-0.300,,,,0.8600,0.5500,-0.5500,0.8700,0.1300,-0.1300,7.0000,4.1000,-4.1000,290.526760,38.142979,12.261
2304320,K02033.01,Kepler-1064 b,CONFIRMED,NOT DISPOSITIONED,,,,,,16.54091000,1.60000e-04,-1.60000e-04,133.9492000,3.60000e-03,-3.60000e-03,2454966.949,3.60000e-03,-3.60000e-03,0,,,,,,0.7600,0.71,-0.71,2.8218,,,,,,371,,,0.01930,4.20000e-03,-4.20000e-03,,,,1.51,0.60,-0.60,0.119,,,88.81,,,560.0,,,,,,30.000000,15.00000,-15.00000,35.10,,,,5176.00,63.00,-63.00,4.640,0.300,-0.300,,,,0.7100,0.2400,-0.2400,0.8140,0.0400,-0.0400,0.9000,3.8000,-3.8000,291.741640,37.688938,13.755
3657758,K02034.01,Kepler-1065 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.60931900,2.10000e-05,-2.10000e-05,133.7904000,2.30000e-03,-2.30000e-03,2454966.790,2.30000e-03,-2.30000e-03,0,,,,,,0.4000,0.21,-0.21,1.7528,,,,,,1273,,,0.03260,9.50000e-03,-9.50000e-03,,,,3.10,1.40,-1.40,0.046,,,88.24,,,1053.0,,,,,,15.000000,7.30000,-7.30000,53.00,,,,5443.00,200.00,-200.00,4.550,0.300,-0.300,,,,0.8900,0.3000,-0.3000,1.0100,0.3000,-0.3000,,,,294.511260,38.790501,15.540
9790806,K02035.01,Kepler-1066 b,CONFIRMED,NOT DISPOSITIONED,,,,,,1.93156350,7.30000e-06,-7.30000e-06,131.7646900,9.10000e-04,-9.10000e-04,2454964.765,9.10000e-04,-9.10000e-04,0,,,,,,0.7800,0.16,-0.16,1.6181,,,,,,467,,,0.02180,1.00000e-03,-1.00000e-03,,,,2.64,0.95,-0.95,0.029,,,82.51,,,1543.0,,,,,,6.000000,1.80000,-1.80000,93.00,,,,5654.00,74.00,-74.00,4.290,0.300,-0.300,,,,1.1100,0.3900,-0.3900,0.8850,0.0950,-0.0950,12.7000,3.0000,-3.0000,298.866580,46.502239,13.007
6382217,K02036.01,Kepler-353 c,CONFIRMED,NOT DISPOSITIONED,,,,,,8.41095300,7.30000e-05,-7.30000e-05,133.8015000,3.20000e-03,-3.20000e-03,2454966.802,3.20000e-03,-3.20000e-03,0,,,,,,0.5200,0.72,-0.72,2.2584,,,,,,789,,,0.02620,6.70000e-03,-6.70000e-03,,,,1.51,0.39,-0.39,0.066,,,88.81,,,510.0,,,,,,25.000000,12.00000,-12.00000,30.60,,,,4090.00,52.00,-52.00,4.740,0.300,-0.300,,,,0.5280,0.0078,-0.0078,0.5530,0.0100,-0.0100,13.9000,3.5000,-3.5000,296.856630,41.758179,15.773
6382217,K02036.02,Kepler-353 b,CONFIRMED,NOT DISPOSITIONED,,,,,,5.79530000,1.00000e-04,-1.00000e-04,136.7759000,6.40000e-03,-6.40000e-03,2454969.776,6.40000e-03,-6.40000e-03,0,,,,,,0.5100,0.71,-0.71,1.9734,,,,,,328,,,0.01690,4.40000e-03,-4.40000e-03,,,,0.98,0.25,-0.25,0.052,,,88.24,,,575.0,,,,,,19.700000,9.40000,-9.40000,16.10,,,,4090.00,52.00,-52.00,4.740,0.300,-0.300,,,,0.5280,0.0078,-0.0078,0.5530,0.0100,-0.0100,13.9000,3.5000,-3.5000,296.856630,41.758179,15.773
9634821,K02037.01,Kepler-1995 b,CONFIRMED,NOT DISPOSITIONED,,,,,,73.75710000,1.20000e-03,-1.20000e-03,183.7263000,7.40000e-03,-7.40000e-03,2455016.726,7.40000e-03,-7.40000e-03,0,,,,,,0.7600,0.12,-0.12,2.7851,,,,,,1874,,,0.04400,1.90000e-02,-1.90000e-02,,,,5.40,2.80,-2.80,0.338,,,89.95,,,391.0,,,,,,144.000000,59.00000,-59.00000,52.30,,,,4836.00,200.00,-200.00,4.300,0.300,-0.300,,,,1.1400,0.3000,-0.3000,0.9500,0.3000,-0.3000,,,,284.342740,46.316551,15.213
3862246,K00230.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,4.70249720,2.00000e-06,-2.00000e-06,136.3075800,2.80000e-04,-2.80000e-04,2454969.308,2.80000e-04,-2.80000e-04,0,,,,,,1.0100,0.39,-0.39,1.9432,,,,,,4746,,,0.12900,5.40000e-02,-5.40000e-02,,,,12.20,7.80,-7.80,0.051,,,82.51,,,977.0,,,,,,7.800000,3.40000,-3.40000,264.40,,,,5379.00,83.00,-83.00,4.470,0.300,-0.300,,,,0.8600,0.4200,-0.4200,0.8150,0.0700,-0.0700,12.2000,3.9000,-3.9000,294.517460,38.956341,14.916
9634821,K02037.02,,CANDIDATE,CANDIDATE,,,,,,5.47710200,5.80000e-05,-5.80000e-05,352.8514000,2.60000e-03,-2.60000e-03,2455185.851,2.60000e-03,-2.60000e-03,0,,,,,,0.5000,0.21,-0.21,1.4682,,,,,,551,,,0.02150,9.90000e-03,-9.90000e-03,,,,2.70,1.40,-1.40,0.060,,,88.81,,,929.0,,,,,,25.000000,10.00000,-10.00000,33.70,,,,4836.00,200.00,-200.00,4.300,0.300,-0.300,,,,1.1400,0.3000,-0.3000,0.9500,0.3000,-0.3000,,,,284.342740,46.316551,15.213
9634821,K02037.03,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,8.56268000,9.30000e-05,-9.30000e-05,355.1335000,2.70000e-03,-2.70000e-03,2455188.133,2.70000e-03,-2.70000e-03,0,,,,,,0.6900,0.15,-0.15,1.4434,,,,,,636,,,0.02500,1.10000e-02,-1.10000e-02,,,,3.00,1.60,-1.60,0.081,,,88.81,,,800.0,,,,,,34.000000,14.00000,-14.00000,30.70,,,,4836.00,200.00,-200.00,4.300,0.300,-0.300,,,,1.1400,0.3000,-0.3000,0.9500,0.3000,-0.3000,,,,284.342740,46.316551,15.213
8950568,K02038.01,Kepler-85 b,CONFIRMED,NOT DISPOSITIONED,,,,,,8.30599200,9.30000e-05,-9.30000e-05,139.7166000,4.10000e-03,-4.10000e-03,2454972.717,4.10000e-03,-4.10000e-03,0,,,,,,0.9210,0.10,-0.10,3.8461,,,,,,373,,,0.02179,5.90000e-04,-5.90000e-04,,,,1.99,0.86,-0.86,0.079,,,83.08,,,814.0,,,,,,7.360000,0.38000,-0.38000,36.90,,,,5666.00,99.00,,4.570,0.300,-0.300,,,,0.8400,0.3600,-0.3600,0.9410,0.0650,-0.0650,0.6000,3.8000,-3.8000,290.973420,45.290321,14.779
8950568,K02038.02,Kepler-85 c,CONFIRMED,NOT DISPOSITIONED,,,,,,12.51217000,1.40000e-04,-1.40000e-04,139.4561000,4.20000e-03,-4.20000e-03,2454972.456,4.20000e-03,-4.20000e-03,0,,,,,,0.9250,0.10,-0.10,4.3714,,,,,,451,,,0.02406,6.00000e-04,-6.00000e-04,,,,2.20,0.95,-0.95,0.103,,,84.80,,,712.0,,,,,,9.670000,0.50000,-0.50000,37.10,,,,5666.00,99.00,,4.570,0.300,-0.300,,,,0.8400,0.3600,-0.3600,0.9410,0.0650,-0.0650,0.6000,3.8000,-3.8000,290.973420,45.290321,14.779
8950568,K02038.03,Kepler-85 d,CONFIRMED,NOT DISPOSITIONED,,,,,,17.91304000,4.70000e-04,-4.70000e-04,135.5314000,9.80000e-03,-9.80000e-03,2454968.531,9.80000e-03,-9.80000e-03,0,,,,,,0.9260,0.10,-0.10,4.7082,,,,,,225,,,0.01704,9.50000e-04,-9.50000e-04,,,,1.56,0.68,-0.68,0.131,,,85.94,,,632.0,,,,,,12.290000,0.63000,-0.63000,16.50,,,,5666.00,99.00,,4.570,0.300,-0.300,,,,0.8400,0.3600,-0.3600,0.9410,0.0650,-0.0650,0.6000,3.8000,-3.8000,290.973420,45.290321,14.779
11705004,K02199.01,Kepler-1806 b,CONFIRMED,CANDIDATE,,,,,,9.03340100,4.70000e-05,-4.70000e-05,137.1703000,3.70000e-03,-3.70000e-03,2454970.170,3.70000e-03,-3.70000e-03,0,,,,,,0.5300,0.93,-0.93,2.6562,,,,,,791,,,0.02600,1.00000e-02,-1.00000e-02,,,,2.10,2.40,-2.40,0.080,,,88.81,,,705.0,,,,,,23.000000,11.00000,-11.00000,24.00,,,,5272.00,102.00,-102.00,4.630,0.300,-0.300,,,,0.7400,0.7900,-0.7900,0.8400,0.2000,-0.2000,0.6000,3.6000,-3.6000,287.535030,49.801659,15.901
10909127,K02200.01,Kepler-1138 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.17059800,3.80000e-05,-3.80000e-05,132.6769000,3.50000e-03,-3.50000e-03,2454965.677,3.50000e-03,-3.50000e-03,0,,,,,,0.0290,0.10,-0.10,1.6314,,,,,,322,,,0.01631,6.90000e-04,-6.90000e-04,,,,1.71,0.79,-0.79,0.041,,,89.95,,,1233.0,,,,,,15.100000,2.70000,-2.70000,22.90,,,,5774.00,92.00,-92.00,4.440,0.300,-0.300,,,,0.9600,0.4400,-0.4400,0.9340,0.0950,-0.0950,6.3000,2.9000,-2.9000,285.899230,48.307301,15.353
2141783,K02201.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,116.52690000,3.10000e-03,-3.10000e-03,144.1254000,6.20000e-03,-6.20000e-03,2454977.125,6.20000e-03,-6.20000e-03,0,,,,,,0.2000,0.87,-0.87,4.2569,,,,,,594,,,0.02230,6.60000e-03,-6.60000e-03,,,,2.90,1.50,-1.50,0.474,,,89.95,,,425.0,,,,,,210.000000,100.00000,-100.00000,24.60,,,,6083.00,88.00,-88.00,4.300,0.300,-0.300,,,,1.1900,0.5200,-0.5200,1.0400,0.1200,-0.1200,5.3000,1.5000,-1.5000,286.370000,37.552521,13.806
4144576,K02202.01,Kepler-1139 b,CONFIRMED,NOT DISPOSITIONED,,,,,,0.81318040,5.90000e-06,-5.90000e-06,131.8195400,9.30000e-04,-9.30000e-04,2454964.820,9.30000e-04,-9.30000e-04,0,,,,,,0.7240,0.10,-0.10,1.4592,,,,,,174,,,0.01305,4.10000e-04,-4.10000e-04,,,,1.04,0.33,-0.33,0.016,,,76.78,,,1567.0,,,,,,3.130000,0.85000,-0.85000,47.00,,,,5253.00,76.00,-76.00,4.630,0.300,-0.300,,,,0.7300,0.2300,-0.2300,0.8330,0.0440,-0.0440,0.7000,4.0000,-4.0000,287.945620,39.230572,14.113
2581191,K02203.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.99044340,8.80000e-06,-8.80000e-06,132.7074000,2.90000e-03,-2.90000e-03,2454965.707,2.90000e-03,-2.90000e-03,0,,,,,,0.0300,0.19,-0.19,2.9845,,,,,,152,,,0.01100,5.50000e-03,-5.50000e-03,,,,1.22,0.74,-0.74,0.032,,,89.95,,,1545.0,,,,,,5.180000,0.63000,-0.63000,28.30,,,,6202.00,101.00,-101.00,4.460,0.300,-0.300,,,,1.0200,0.3500,-0.3500,1.1000,0.0930,-0.0930,0.5000,1.0000,-1.0000,292.600250,37.832069,14.349
8494542,K02204.01,Kepler-1807 b,CONFIRMED,NOT DISPOSITIONED,,,,,,10.86084000,2.20000e-04,-2.20000e-04,136.6521000,7.60000e-03,-7.60000e-03,2454969.652,7.60000e-03,-7.60000e-03,0,,,,,,0.9870,0.10,-0.10,3.9926,,,,,,175,,,0.01740,2.50000e-03,-2.50000e-03,,,,3.08,0.98,-0.98,0.104,,,79.07,,,1127.0,,,,,,5.200000,2.60000,-2.60000,24.60,,,,6474.00,120.00,-120.00,4.130,0.300,-0.300,,,,1.6200,0.4600,-0.4600,1.2800,0.1300,-0.1300,2.9500,0.7300,-0.7300,291.549410,44.527290,13.957
9992325,K02205.01,Kepler-1140 b,CONFIRMED,NOT DISPOSITIONED,,,,,,24.08638000,4.00000e-04,-4.00000e-04,148.2023000,5.00000e-03,-5.00000e-03,2454981.202,5.00000e-03,-5.00000e-03,0,,,,,,0.6500,0.98,-0.98,2.1567,,,,,,1053,,,0.03100,1.40000e-02,-1.40000e-02,,,,3.00,1.70,-1.70,0.156,,,89.38,,,504.0,,,,,,68.000000,34.00000,-34.00000,22.00,,,,4799.00,200.00,-200.00,4.480,0.300,-0.300,,,,0.8900,0.3000,-0.3000,0.8700,0.3000,-0.3000,,,,281.693970,46.946449,15.464
3642741,K00242.01,Kepler-503 b,FALSE POSITIVE,CANDIDATE,,,,,,7.25846560,9.20000e-06,-9.20000e-06,138.3434900,4.60000e-04,-4.60000e-04,2454971.343,4.60000e-04,-4.60000e-04,0,,,,,,0.1260,0.10,-0.10,5.7276,,,,,,3646,,,0.05427,1.80000e-04,-1.80000e-04,,,,5.10,2.40,-2.40,0.070,,,89.38,,,857.0,,,,,,10.150000,0.34000,-0.34000,473.60,,,,5545.00,100.00,-100.00,4.510,0.300,-0.300,,,,0.8600,0.4000,-0.4000,0.8770,0.0700,-0.0700,6.3000,3.9000,-3.9000,290.636510,38.707668,14.747
11073656,K02206.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.83422500,2.30000e-05,-2.30000e-05,132.8672000,3.80000e-03,-3.80000e-03,2454965.867,3.80000e-03,-3.80000e-03,0,,,,,,0.3800,0.49,-0.49,1.7740,,,,,,222,,,0.01360,1.00000e-03,-1.00000e-03,,,,1.49,0.46,-0.46,0.030,,,87.09,,,1405.0,,,,,,7.500000,3.50000,-3.50000,22.70,,,,5521.00,200.00,-200.00,4.460,0.300,-0.300,,,,1.0000,0.3000,-0.3000,1.0400,0.3000,-0.3000,,,,285.968020,48.679050,15.198
7379385,K02207.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,67.21560000,1.90000e-03,-1.90000e-03,171.7820000,1.80000e-02,-1.80000e-02,2455004.782,1.80000e-02,-1.80000e-02,0,,,,,,0.6500,0.84,-0.84,15.5373,,,,,,188,,,0.01310,4.50000e-03,-4.50000e-03,,,,1.53,0.79,-0.79,0.332,,,88.24,,,488.0,,,,,,25.000000,12.00000,-12.00000,16.70,,,,6171.00,112.00,-112.00,4.410,0.300,-0.300,,,,1.0700,0.4200,-0.4200,1.0800,0.1100,-0.1100,2.2000,1.4000,-1.4000,296.420100,42.936989,14.548
10531955,K02208.01,Kepler-1141 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.34454700,2.30000e-05,-2.30000e-05,132.8677000,2.80000e-03,-2.80000e-03,2454965.868,2.80000e-03,-2.80000e-03,0,,,,,,0.6400,0.30,-0.30,1.5288,,,,,,60,,,0.00738,7.90000e-04,-7.90000e-04,,,,0.73,,,0.033,,,85.94,,,1318.0,,,,,,9.200000,3.50000,-3.50000,26.00,,,,5692.00,,,4.474,,,,,,0.9090,,,0.8980,,,,,,290.543640,47.725887,12.589
8168187,K02209.01,Kepler-1142 b,CONFIRMED,NOT DISPOSITIONED,,,,,,18.30216000,4.90000e-04,-4.90000e-04,142.8970000,1.00000e-02,-1.00000e-02,2454975.897,1.00000e-02,-1.00000e-02,0,,,,,,0.3400,0.12,-0.12,7.8278,,,,,,178,,,0.01230,4.50000e-04,-4.50000e-04,,,,1.16,0.50,-0.50,0.134,,,88.81,,,642.0,,,,,,17.000000,4.20000,-4.20000,26.90,,,,5744.00,82.00,-82.00,4.550,0.300,-0.300,,,,0.8600,0.3700,-0.3700,0.9600,0.0700,-0.0700,0.8000,3.5000,-3.5000,292.714450,44.082329,14.310
4142847,K02210.01,Kepler-1143 b,CONFIRMED,NOT DISPOSITIONED,,,,,,2.88887000,2.70000e-05,-2.70000e-05,132.1557000,2.90000e-03,-2.90000e-03,2454965.156,2.90000e-03,-2.90000e-03,0,,,,,,0.4000,0.98,-0.98,1.5523,,,,,,423,,,0.01840,6.50000e-03,-6.50000e-03,,,,1.43,0.53,-0.53,0.036,,,88.24,,,970.0,,,,,,13.400000,6.60000,-6.60000,28.00,,,,4948.00,66.00,-66.00,4.590,0.300,-0.300,,,,0.7110,0.0900,-0.0900,0.7200,0.0230,-0.0230,13.9000,3.7000,-3.7000,287.302830,39.289688,15.195
6199702,K02211.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.80525763,9.40000e-07,-9.40000e-07,132.1018300,6.20000e-04,-6.20000e-04,2454965.102,6.20000e-04,-6.20000e-04,0,,,,,,0.4000,0.79,-0.79,1.0475,,,,,,368,,,0.01770,7.50000e-03,-7.50000e-03,,,,2.00,1.10,-1.10,0.018,,,85.94,,,2090.0,,,,,,5.700000,2.30000,-2.30000,53.60,,,,6243.00,112.00,-112.00,4.450,0.300,-0.300,,,,1.0400,0.3800,-0.3800,1.1100,0.1100,-0.1100,0.5000,1.1000,-1.1000,290.126040,41.599430,14.633
